TABLE_NAME,COLUMN_NAME,SOURCETABLENAME,SOURCECOLUMNNAME
R_SOURCE,SOURCE,R_LAND_OFFRING_STATUS,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LAND_OFFRING_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_LAND_OFFRING_TYPE,SOURCE
R_SOURCE,SOURCE,R_LAND_REQUEST_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LAND_RIGHT_CATEGORY,ROW_QUALITY
R_SOURCE,SOURCE,R_LAND_RIGHT_CATEGORY,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LAND_RIGHT_STATUS,ROW_QUALITY
R_SOURCE,SOURCE,R_LAND_TITLE_CHG_RSN,SOURCE
R_SOURCE,SOURCE,R_LAND_WELL_REL_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LEASE_UNIT_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_LITH_INTENSITY,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LITH_LOG_COMP_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_LR_TERMIN_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_MISC_DATA_CODE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_MONTH,ROW_QUALITY
R_SOURCE,SOURCE,R_MUD_PROPERTY_CODE,SOURCE
R_MUD_PROPERTY_TYPE,MUD_PROPERTY,R_MUD_PROPERTY_CODE,MUD_PROPERTY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_MUD_PROPERTY_REF,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_OBLIG_COMP_REASON,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_OBLIG_DEDUCT_CALC,ROW_QUALITY
R_SOURCE,SOURCE,R_OBLIG_DEDUCT_CALC,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_OBLIG_PARTY_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_OBLIG_SUSPEND_PAY,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PALEO_TYPE_FOSSIL,ROW_QUALITY
R_SOURCE,SOURCE,R_PARCEL_LOT_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PAYZONE_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PAY_METHOD,ROW_QUALITY
R_SOURCE,SOURCE,R_PAY_RATE_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PDEN_STATUS,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PDEN_STATUS_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_PPDM_AUDIT_REASON,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PPDM_AUDIT_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PPDM_BOOLEAN_RULE,ROW_QUALITY
R_SOURCE,SOURCE,R_PPDM_FAIL_RESULT,SOURCE
R_SOURCE,SOURCE,R_PPDM_MAP_TYPE,SOURCE
R_PPDM_METRIC_TYPE,METRIC_TYPE,R_PPDM_METRIC_CODE,METRIC_TYPE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PPDM_OBJECT_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_PPDM_PROC_TYPE,SOURCE
R_SOURCE,SOURCE,R_PPDM_REF_VALUE_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PPDM_RULE_PURPOSE,ROW_QUALITY
R_SOURCE,SOURCE,R_PPDM_RULE_PURPOSE,SOURCE
R_SOURCE,SOURCE,R_PPDM_RULE_XREF_COND,SOURCE
R_SOURCE,SOURCE,R_PRESERVE_TYPE,SOURCE
R_SOURCE,SOURCE,R_PRODUCTION_METHOD,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PROD_STRING_COMP_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PROD_STR_FM_STAT_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_PROD_STR_FM_STAT_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PROJECTION_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_PROJECT_COMP_REASON,SOURCE
R_SOURCE,SOURCE,R_PROJECT_STATUS,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PROJECT_STATUS_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_RATIO_CURVE_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_RECORDER_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_RESENT_USE_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_RESENT_VOL_METHOD,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_REST_ACTIVITY,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_REVISION_METHOD,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_RIG_CLASS,ROW_QUALITY
R_SOURCE,SOURCE,R_RIG_CODE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_RIG_HOOKBLOCK_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_RIG_OVERHEAD_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_RMII_METADATA_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_ROAD_CONDITION,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_ROAD_DRIVING_SIDE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SAMPLE_COLLECTION_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_SCREEN_LOCATION,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SECTION_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_SEISMIC_PATH,SOURCE
R_SEIS_ACTIVITY_CLASS,SEIS_ACTIVITY_CLASS,R_SEIS_ACTIVITY_TYPE,SEIS_ACTIVITY_CLASS
R_SOURCE,SOURCE,R_SEIS_DIMENSION,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEIS_FLOW_DESC_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEIS_GROUP_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEIS_PICK_METHOD,ROW_QUALITY
R_SOURCE,SOURCE,R_SEIS_PROC_COMP_TYPE,SOURCE
R_SOURCE,SOURCE,R_SEIS_PROC_SET_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEIS_PROC_STEP_NAME,ROW_QUALITY
R_SOURCE,SOURCE,R_SEIS_RCVR_ARRY_TYPE,SOURCE
R_SOURCE,SOURCE,R_SEIS_SET_COMPONENT_TYPE,SOURCE
R_SOURCE,SOURCE,R_SEIS_STATION_TYPE,SOURCE
R_SOURCE,SOURCE,R_SEIS_STATUS,SOURCE
R_SOURCE,SOURCE,R_SEIS_SWEEP_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SF_AIRSTRIP_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SF_COMPONENT_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SF_DESC_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SF_TOWER_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_SF_XREF_TYPE,SOURCE
R_SOURCE,SOURCE,R_SPATIAL_DESC_COMP_TYPE,SOURCE
R_SOURCE,SOURCE,R_STRAT_ALIAS_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_STRAT_CORR_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_STRAT_DESC_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_STRAT_INTERP_METHOD,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_STRAT_NAME_SET_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_STRAT_UNIT_COMP_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_STREAMER_COMP,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_TEST_PERIOD_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_TEST_RECOV_METHOD,SOURCE
R_SOURCE,SOURCE,R_TIMEZONE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_TRACE_HEADER_FORMAT,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_TRANS_COMP_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_TREATMENT_FLUID,ROW_QUALITY
R_SOURCE,SOURCE,R_TREATMENT_FLUID,SOURCE
R_SOURCE,SOURCE,R_TUBING_GRADE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_VELOCITY_COMPUTE,ROW_QUALITY
R_SOURCE,SOURCE,R_VELOCITY_COMPUTE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_VERTICAL_DATUM_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_VESSEL_REFERENCE,SOURCE
R_WELL_ACTIVITY_CAUSE,CAUSE_TYPE,R_WELL_ACTIVITY_CAUSE,PARENT_CAUSE_TYPE
R_SOURCE,SOURCE,R_WELL_ACT_TYPE_EQUIV,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_WELL_ALIAS_LOCATION,ROW_QUALITY
R_SOURCE,SOURCE,R_WELL_LIC_COND_CODE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_WELL_LIC_DUE_CONDITION,ROW_QUALITY
R_SOURCE,SOURCE,R_WELL_LIC_DUE_CONDITION,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_WELL_PROFILE_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_WELL_PROFILE_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_WELL_SF_USE_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_WELL_STATUS,ROW_QUALITY
R_STATUS_GROUP,STATUS_GROUP,R_WELL_STATUS,STATUS_GROUP
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_WIND_STRENGTH,ROW_QUALITY
R_SOURCE,SOURCE,R_WO_INSTRUCTION,SOURCE
R_SOURCE,SOURCE,R_WO_TYPE,SOURCE
R_SOURCE,SOURCE,R_ACTIVITY_TYPE,SOURCE
R_SOURCE,SOURCE,R_ADDITIVE_METHOD,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_ADDITIVE_METHOD,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_AIRCRAFT_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_ALIAS_REASON_TYPE,SOURCE
R_SOURCE,SOURCE,R_ANALYSIS_PROPERTY,SOURCE
R_ANALYSIS_PROPERTY,ANALYSIS_PROPERTY,R_ANAL_PROPERTY_CODE,ANALYSIS_PROPERTY
R_SOURCE,SOURCE,R_AOF_ANALYSIS_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_API_LOG_SYSTEM,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_APPLIC_DECISION,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_AREA_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_BIT_REASON_PULLED,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_CAT_EQUIP_SPEC_CODE,ROW_QUALITY
R_SOURCE,SOURCE,R_CAT_EQUIP_TYPE,SOURCE
R_SOURCE,SOURCE,R_CODE_VERSION_XREF_TYPE,SOURCE
R_COMPLETION_STATUS_TYPE,STATUS_TYPE,R_COMPLETION_STATUS,STATUS_TYPE
R_SOURCE,SOURCE,R_CONDITION_TYPE,SOURCE
R_SOURCE,SOURCE,R_CONFORMITY_RELATION,SOURCE
R_SOURCE,SOURCE,R_CONSULT_COMP_TYPE,SOURCE
R_SOURCE,SOURCE,R_CONSULT_REASON,SOURCE
R_SOURCE,SOURCE,R_CONTAMINANT_TYPE,SOURCE
R_SOURCE,SOURCE,R_CONTEST_PARTY_ROLE,SOURCE
R_SOURCE,SOURCE,R_CONT_EXTEND_COND,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_CONT_INSUR_ELECT,ROW_QUALITY
R_SOURCE,SOURCE,R_CONT_PROV_XREF_TYPE,SOURCE
R_SOURCE,SOURCE,R_COUPLING_TYPE,SOURCE
R_SOURCE,SOURCE,R_CS_TRANSFORM_TYPE,SOURCE
SOURCE_DOCUMENT,SOURCE_DOCUMENT,R_CS_TRANSFORM_TYPE,SOURCE_DOCUMENT
R_SOURCE,SOURCE,R_CURVE_TYPE,SOURCE
R_SOURCE,SOURCE,R_DATA_STORE_TYPE,SOURCE
R_SOURCE,SOURCE,R_DATUM_ORIGIN,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_DECLINE_COND_CODE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_DIGITAL_FORMAT,ROW_QUALITY
R_SOURCE,SOURCE,R_DOC_STATUS,SOURCE
R_SOURCE,SOURCE,R_DRILL_BIT_CONDITION,SOURCE
R_DRILL_BIT_DETAIL_TYPE,BIT_DETAIL_TYPE,R_DRILL_BIT_DETAIL_CODE,BIT_DETAIL_TYPE
R_SOURCE,SOURCE,R_DRILL_BIT_JET_TYPE,SOURCE
R_SOURCE,SOURCE,R_DRILL_TOOL_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_ENHANCED_REC_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_EQUIP_COMPONENT_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_EQUIP_MAINT_REASON,SOURCE
R_SOURCE,SOURCE,R_EQUIP_REMOVE_REASON,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_EQUIP_SPEC,ROW_QUALITY
R_SOURCE,SOURCE,R_EQUIP_XREF_TYPE,SOURCE
R_SOURCE,SOURCE,R_FACILITY_CLASS,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_FACILITY_SPEC_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_FACILITY_SPEC_TYPE,SOURCE
R_SOURCE,SOURCE,R_FACILITY_STATUS,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_FAC_LIC_EXTEND_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_FAC_MAINT_STATUS_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_FAC_STATUS_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_FIN_TYPE,SOURCE
R_SOURCE,SOURCE,R_FONT,SOURCE
R_SOURCE,SOURCE,R_FONT_EFFECT,SOURCE
R_SOURCE,SOURCE,R_FOOTAGE_ORIGIN,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_FOS_ASSEMBLAGE_TYPE,ROW_QUALITY
R_FOS_DESC_TYPE,DESCRIPTION_TYPE,R_FOS_DESC_CODE,DESCRIPTION_TYPE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_FOS_DESC_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_FOS_TAI_COLOR,SOURCE
R_SOURCE,SOURCE,R_FOS_XREF,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_GEOMETRY_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_HORIZ_DRILL_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_HSE_INCIDENT_COMP_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_HSE_INCIDENT_COMP_TYPE,SOURCE
R_SOURCE,SOURCE,R_HSE_INCIDENT_DETAIL,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_INCIDENT_RESP_RESULT,ROW_QUALITY
R_SOURCE,SOURCE,R_INSP_COMP_TYPE,SOURCE
R_SOURCE,SOURCE,R_INST_DETAIL_REF_VALUE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_INTERP_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_INT_SET_COMPONENT,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_INT_SET_ROLE,ROW_QUALITY
R_SOURCE,SOURCE,R_INT_SET_ROLE,SOURCE
R_SOURCE,SOURCE,R_ITEM_SUB_CATEGORY,SOURCE
R_SOURCE,SOURCE,R_LAND_CASE_ACTION,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LAND_RENTAL_TYPE,ROW_QUALITY
R_LAND_STATUS_TYPE,STATUS_TYPE,R_LAND_RIGHT_STATUS,STATUS_TYPE
R_SOURCE,SOURCE,R_LAND_UNIT_TYPE,SOURCE
R_SOURCE,SOURCE,R_LANGUAGE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LEASE_UNIT_STATUS,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LIC_STATUS_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LITH_COMPONENT,ROW_QUALITY
R_SOURCE,SOURCE,R_LITH_DIAGENESIS,SOURCE
R_SOURCE,SOURCE,R_LITH_STRUCTURE,SOURCE
R_SOURCE,SOURCE,R_LOG_CRV_CLASS_SYSTEM,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LOG_DIRECTION,ROW_QUALITY
R_SOURCE,SOURCE,R_LOG_MATRIX,SOURCE
R_SOURCE,SOURCE,R_LOG_TOOL_TYPE,SOURCE
R_SOURCE,SOURCE,R_LOST_MATERIAL_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LR_FIELD_XREF,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_MEDIA_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_MISC_DATA_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_MUD_PROPERTY_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_NORTH,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_OBLIG_CATEGORY,ROW_QUALITY
R_SOURCE,SOURCE,R_OBLIG_CATEGORY,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_OBLIG_COMPONENT_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_OBLIG_PARTY_TYPE,SOURCE
R_SOURCE,SOURCE,R_OBLIG_REMARK_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_OPERAND_QUALIFIER,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PAL_SUM_COMP_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_PAL_SUM_COMP_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PAL_SUM_XREF_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_PAL_SUM_XREF_TYPE,SOURCE
R_SOURCE,SOURCE,R_PAYZONE_TYPE,SOURCE
R_SOURCE,SOURCE,R_PDEN_AMEND_REASON,SOURCE
R_SOURCE,SOURCE,R_PERFORATION_METHOD,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PERFORATION_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PICK_QUALIFIER,ROW_QUALITY
R_SOURCE,SOURCE,R_PICK_QUALIFIER,SOURCE
R_SOURCE,SOURCE,R_PLUG_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_POOL_COMPONENT_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PPDM_FAIL_RESULT,ROW_QUALITY
R_SOURCE,SOURCE,R_PPDM_GROUP_XREF_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PPDM_MAP_TYPE,ROW_QUALITY
PPDM_PROPERTY_SET,PROPERTY_SET_ID,R_PPDM_METRIC_TYPE,PROPERTY_SET_ID
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PPDM_OPERATING_SYSTEM,ROW_QUALITY
R_SOURCE,SOURCE,R_PPDM_OPERATING_SYSTEM,SOURCE
R_SOURCE,SOURCE,R_PPDM_SCHEMA_GROUP,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PPDM_TABLE_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_PRESERVE_QUALITY,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PRESERVE_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PRODUCT_COMPONENT_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PROD_STRING_STATUS,ROW_QUALITY
R_SOURCE,SOURCE,R_PROD_STRING_STAT_TYPE,SOURCE
R_STATUS_GROUP,STATUS_GROUP,R_PROD_STR_FM_STATUS,STATUS_GROUP
R_SOURCE,SOURCE,R_PROJECT_BA_ROLE,SOURCE
R_SOURCE,SOURCE,R_PROJECT_STATUS_TYPE,SOURCE
R_PROJECT_TYPE,PROJECT_TYPE,R_PROJECT_STATUS_TYPE,PROJECT_TYPE
R_SOURCE,SOURCE,R_PROJ_STEP_TYPE,SOURCE
R_SOURCE,SOURCE,R_QUALITY,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_RECORDER_POSITION,ROW_QUALITY
R_SOURCE,SOURCE,R_REPORT_HIER_COMP,SOURCE
R_SOURCE,SOURCE,R_RESENT_CONFIDENCE,SOURCE
R_SOURCE,SOURCE,R_REST_DURATION,SOURCE
R_SOURCE,SOURCE,R_REST_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_RIG_DESILTER_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_RIG_MAST,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_RIG_SUBSTRUCTURE,ROW_QUALITY
R_SOURCE,SOURCE,R_RIG_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_RMII_CONTACT_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_RMII_CONTENT_TYPE,SOURCE
R_SOURCE,SOURCE,R_ROAD_CONDITION,SOURCE
R_SOURCE,SOURCE,R_SAMPLE_COLLECTION_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SAMPLE_SHAPE,ROW_QUALITY
R_SOURCE,SOURCE,R_SAMPLE_WATER_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEIS_3D_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_SEIS_ACTIVITY_TYPE,SOURCE
R_SOURCE,SOURCE,R_SEIS_AUTHORIZE_LIMIT,SOURCE
R_SOURCE,SOURCE,R_SEIS_BIN_METHOD,SOURCE
R_SOURCE,SOURCE,R_SEIS_CABLE_MAKE,SOURCE
R_SOURCE,SOURCE,R_SEIS_ENERGY_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEIS_PATCH_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_SEIS_PICK_METHOD,SOURCE
R_SOURCE,SOURCE,R_SEIS_PROC_PARM,SOURCE
PPDM_PROPERTY_SET,PROPERTY_SET_ID,R_SEIS_PROC_PARM,PROPERTY_SET_ID
R_SOURCE,SOURCE,R_SEIS_PROC_STATUS,SOURCE
R_SOURCE,SOURCE,R_SEIS_RCRD_FMT_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEIS_REF_NUM_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEIS_SEGMENT_REASON,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEIS_TRANS_COMP_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEVERITY,ROW_QUALITY
R_SOURCE,SOURCE,R_SF_COMPONENT_TYPE,SOURCE
R_SOURCE,SOURCE,R_SF_DESC_TYPE,SOURCE
PPDM_PROPERTY_SET,PROPERTY_SET_ID,R_SF_DESC_TYPE,PROPERTY_SET_ID
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SF_DESC_VALUE,ROW_QUALITY
R_SOURCE,SOURCE,R_SF_MAINTAIN_TYPE,SOURCE
R_SOURCE,SOURCE,R_SF_STATUS,SOURCE
