Table_Name,Category,viewtype
R_DATA_CIRC_PROCESS,RING02,RING
R_DATA_CIRC_STATUS,RING02,RING
R_DATA_STORE_TYPE,RING02,RING
R_DATE_FORMAT_TYPE,RING02,RING
R_DATUM_ORIGIN,RING02,RING
R_DECLINE_COND_CODE,RING04,RING
R_DECLINE_COND_TYPE,RING02,RING
R_DECLINE_CURVE_TYPE,RING02,RING
R_DECLINE_TYPE,RING02,RING
R_DECRYPT_TYPE,RING02,RING
R_DEDUCT_TYPE,RING02,RING
R_DIGITAL_FORMAT,RING02,RING
R_DIGITAL_OUTPUT,RING02,RING
R_DIRECTION,RING02,RING
R_DIR_SRVY_CLASS,RING02,RING
R_DIR_SRVY_COMPUTE,RING02,RING
R_DIR_SRVY_POINT_TYPE,RING02,RING
R_DIR_SRVY_RECORD,RING02,RING
R_DIR_SRVY_TYPE,RING02,RING
R_DIST_REF_PT,RING02,RING
R_DOCUMENT_TYPE,RING02,RING
R_DOC_STATUS,RING02,RING
R_DRILLING_MEDIA,RING02,RING
R_DRILL_ASSEMBLY_COMP,RING02,RING
R_DRILL_BIT_CONDITION,RING02,RING
R_DRILL_BIT_DETAIL_CODE,RING16,RING
R_DRILL_BIT_DETAIL_TYPE,RING14,RING
R_DRILL_BIT_JET_TYPE,RING02,RING
R_DRILL_BIT_TYPE,RING02,RING
R_DRILL_HOLE_POSITION,RING02,RING
R_DRILL_REPORT_TIME,RING02,RING
R_DRILL_STAT_CODE,RING16,RING
R_DRILL_STAT_TYPE,RING14,RING
R_DRILL_TOOL_TYPE,RING02,RING
R_ECONOMIC_SCENARIO,RING02,RING
R_ECONOMIC_SCHEDULE,RING14,RING
R_ECOZONE_HIER_LEVEL,RING02,RING
R_ECOZONE_TYPE,RING02,RING
R_ECOZONE_XREF,RING02,RING
R_EMPLOYEE_POSITION,RING02,RING
R_EMPLOYEE_STATUS,RING02,RING
R_ENCODING_TYPE,RING02,RING
R_ENHANCED_REC_TYPE,RING02,RING
R_ENT_ACCESS_TYPE,RING02,RING
R_ENT_COMPONENT_TYPE,RING02,RING
R_ENT_EXPIRY_ACTION,RING02,RING
R_ENT_SEC_GROUP_TYPE,RING02,RING
R_ENT_SEC_GROUP_XREF,RING02,RING
R_ENT_TYPE,RING02,RING
R_ENVIRONMENT,RING02,RING
R_EQUIP_BA_ROLE_TYPE,RING02,RING
R_EQUIP_COMPONENT_TYPE,RING02,RING
R_EQUIP_INSTALL_LOC,RING02,RING
R_EQUIP_MAINT_LOC,RING02,RING
R_EQUIP_MAINT_REASON,RING02,RING
R_EQUIP_MAINT_STATUS,RING04,RING
R_EQUIP_MAINT_STAT_TYPE,RING02,RING
R_EQUIP_REMOVE_REASON,RING02,RING
R_EQUIP_SPEC,RING14,RING
R_EQUIP_SPEC_REF_TYPE,RING14,RING
R_EQUIP_STATUS,RING04,RING
R_EQUIP_STATUS_TYPE,RING02,RING
R_EQUIP_SYSTEM_CONDITION,RING02,RING
R_EQUIP_USE_STAT_TYPE,RING14,RING
R_EQUIP_XREF_TYPE,RING02,RING
R_EW_DIRECTION,RING02,RING
R_EW_START_LINE,RING02,RING
R_FACILITY_CLASS,RING02,RING
R_FACILITY_COMP_TYPE,RING02,RING
R_FACILITY_SPEC_CODE,RING16,RING
R_FACILITY_SPEC_TYPE,RING14,RING
R_FACILITY_STATUS,RING04,RING
R_FACILITY_TYPE,RING02,RING
R_FACILITY_XREF_TYPE,RING02,RING
R_FAC_FUNCTION,RING02,RING
R_FAC_LIC_COND,RING14,RING
R_FAC_LIC_COND_CODE,RING16,RING
R_FAC_LIC_DUE_CONDITION,RING02,RING
R_FAC_LIC_EXTEND_TYPE,RING02,RING
R_FAC_LIC_VIOLATION_TYPE,RING02,RING
R_FAC_LIC_VIOL_RESOL,RING02,RING
R_FAC_MAINTAIN_TYPE,RING04,RING
R_FAC_MAINT_STATUS,RING04,RING
R_FAC_MAINT_STATUS_TYPE,RING02,RING
R_FAC_PIPE_COVER,RING02,RING
R_FAC_PIPE_MATERIAL,RING02,RING
R_FAC_PIPE_TYPE,RING02,RING
R_FAC_SPEC_REFERENCE,RING02,RING
R_FAC_STATUS_TYPE,RING02,RING
R_FAULT_TYPE,RING02,RING
R_FIELD_COMPONENT_TYPE,RING02,RING
R_FIELD_STATION_TYPE,RING02,RING
R_FIELD_TYPE,RING02,RING
R_FIN_COMPONENT_TYPE,RING02,RING
R_FIN_COST_TYPE,RING02,RING
R_FIN_STATUS,RING02,RING
R_FIN_TYPE,RING02,RING
R_FIN_XREF_TYPE,RING02,RING
R_FLUID_TYPE,RING02,RING
R_FONT,RING02,RING
R_FONT_EFFECT,RING02,RING
R_FOOTAGE_ORIGIN,RING02,RING
R_FOS_ALIAS_TYPE,RING02,RING
R_FOS_ASSEMBLAGE_TYPE,RING02,RING
R_FOS_COLOR,RING02,RING
R_FOS_DESC_CODE,RING16,RING
R_FOS_DESC_TYPE,RING14,RING
R_FOS_LIFE_HABIT,RING02,RING
R_FOS_NAME_SET_TYPE,RING02,RING
R_FOS_OBS_TYPE,RING02,RING
R_FOS_TAI_COLOR,RING02,RING
R_FOS_TAXON_GROUP,RING02,RING
R_FOS_TAXON_LEVEL,RING02,RING
R_FOS_XREF,RING02,RING
R_GEOMETRY_FORMAT,RING02,RING
R_GEOMETRY_TYPE,RING02,RING
R_GRANTED_RIGHT_TYPE,RING02,RING
R_HOLE_CONDITION,RING02,RING
R_HORIZ_DRILL_REASON,RING02,RING
R_HORIZ_DRILL_TYPE,RING02,RING
R_HSE_COMP_ROLE,RING02,RING
R_HSE_INCIDENT_COMP_TYPE,RING02,RING
R_HSE_INCIDENT_DETAIL,RING02,RING
R_HSE_RESPONSE_TYPE,RING02,RING
R_IMAGE_CALIBRATE_METHOD,RING02,RING
R_IMAGE_SECTION_TYPE,RING02,RING
R_INCIDENT_BA_ROLE,RING02,RING
R_INCIDENT_CAUSE_CODE,RING04,RING
R_INCIDENT_CAUSE_TYPE,RING02,RING
R_INCIDENT_INTERACT_TYPE,RING02,RING
R_INCIDENT_RESP_RESULT,RING02,RING
R_INCIDENT_SUBSTANCE,RING02,RING
R_INCIDENT_SUBST_ROLE,RING02,RING
R_INFORMATION_PROCESS,RING02,RING
R_INPUT_TYPE,RING02,RING
R_INSP_COMP_TYPE,RING02,RING
R_INSP_STATUS,RING02,RING
R_INSTRUMENT_COMP_TYPE,RING02,RING
R_INSTRUMENT_TYPE,RING02,RING
R_INST_DETAIL_CODE,RING16,RING
R_INST_DETAIL_REF_VALUE,RING02,RING
R_INST_DETAIL_TYPE,RING14,RING
R_INTERP_ORIGIN_TYPE,RING02,RING
R_INTERP_TYPE,RING14,RING
R_INT_SET_COMPONENT,RING02,RING
R_INT_SET_ROLE,RING02,RING
R_INT_SET_STATUS,RING04,RING
R_INT_SET_STATUS_TYPE,RING02,RING
R_INT_SET_TRIGGER,RING02,RING
R_INT_SET_TYPE,RING02,RING
R_INT_SET_XREF_TYPE,RING02,RING
R_INV_MATERIAL_TYPE,RING02,RING
R_ITEM_CATEGORY,RING04,RING
R_ITEM_SUB_CATEGORY,RING06,RING
R_LAND_ACQTN_METHOD,RING02,RING
R_LAND_AGREE_TYPE,RING02,RING
R_LAND_BIDDER_TYPE,RING02,RING
R_LAND_BID_STATUS,RING02,RING
R_LAND_BID_TYPE,RING02,RING
R_LAND_CASE_ACTION,RING02,RING
R_LAND_CASE_TYPE,RING02,RING
R_LAND_CASH_BID_TYPE,RING02,RING
R_LAND_COMPONENT_TYPE,RING02,RING
R_LAND_LESSOR_TYPE,RING02,RING
R_LAND_OFFRING_STATUS,RING02,RING
R_LAND_OFFRING_TYPE,RING02,RING
R_LAND_PROPERTY_TYPE,RING02,RING
R_LAND_REF_NUM_TYPE,RING02,RING
R_LAND_RENTAL_TYPE,RING02,RING
R_LAND_REQUEST_TYPE,RING02,RING
R_LAND_REQ_STATUS,RING02,RING
R_LAND_RIGHT_CATEGORY,RING02,RING
R_LAND_RIGHT_STATUS,RING04,RING
R_LAND_STATUS_TYPE,RING02,RING
R_LAND_TITLE_CHG_RSN,RING02,RING
R_LAND_TITLE_TYPE,RING02,RING
R_LAND_TRACT_TYPE,RING02,RING
R_LAND_UNIT_TYPE,RING02,RING
R_LAND_WELL_REL_TYPE,RING02,RING
R_LANGUAGE,RING02,RING
R_LEASE_UNIT_STATUS,RING02,RING
R_LEASE_UNIT_TYPE,RING02,RING
R_LEGAL_SURVEY_TYPE,RING02,RING
R_LICENSE_STATUS,RING04,RING
R_LIC_STATUS_TYPE,RING02,RING
R_LINER_TYPE,RING02,RING
R_LITHOLOGY,RING02,RING
R_LITH_ABUNDANCE,RING02,RING
R_LITH_BOUNDARY_TYPE,RING02,RING
R_LITH_COLLECT_METHOD,RING02,RING
R_LITH_COLOR,RING02,RING
R_LITH_COMPONENT,RING02,RING
R_LITH_CONSOLIDATION,RING02,RING
R_LITH_CONTAMINANT,RING02,RING
R_LITH_CYCLE_BED,RING02,RING
R_LITH_DEP_ENV,RING02,RING
R_LITH_DIAGENESIS,RING02,RING
R_LITH_DISTRIBUTION,RING02,RING
R_LITH_INTENSITY,RING02,RING
R_LITH_LOG_COMP_TYPE,RING02,RING
R_LITH_LOG_TYPE,RING02,RING
R_LITH_OIL_STAIN,RING02,RING
R_LITH_PATTERN_CODE,RING02,RING
R_LITH_PREP_CLASS,RING02,RING
R_LITH_ROCK_MATRIX,RING02,RING
R_LITH_ROCK_PROFILE,RING02,RING
R_LITH_ROCK_TYPE,RING02,RING
R_LITH_ROUNDING,RING02,RING
R_LITH_SCALE_SCHEME,RING02,RING
R_LITH_SORTING,RING02,RING
R_LITH_SOURCE,RING02,RING
R_LITH_STRUCTURE,RING02,RING
R_LOCATION_DESC_TYPE,RING02,RING
R_LOCATION_QUALIFIER,RING02,RING
R_LOCATION_QUALITY,RING02,RING
R_LOCATION_TYPE,RING02,RING
R_LOG_ARRAY_DIMENSION,RING02,RING
R_LOG_CORRECT_METHOD,RING02,RING
R_LOG_CRV_CLASS_SYSTEM,RING02,RING
R_LOG_DEPTH_TYPE,RING02,RING
R_LOG_DIRECTION,RING02,RING
R_LOG_GOOD_VALUE_TYPE,RING02,RING
R_LOG_INDEX_TYPE,RING14,RING
R_LOG_MATRIX,RING02,RING
R_LOG_POSITION_TYPE,RING02,RING
R_LOG_TOOL_TYPE,RING02,RING
R_LOST_MATERIAL_TYPE,RING02,RING
R_LR_FACILITY_XREF,RING02,RING
R_LR_FIELD_XREF,RING02,RING
R_LR_SIZE_TYPE,RING02,RING
R_LR_TERMIN_REQMT,RING02,RING
R_LR_TERMIN_TYPE,RING02,RING
R_LR_XREF_TYPE,RING02,RING
R_L_OFFR_CANCEL_RSN,RING02,RING
R_MAINT_PROCESS,RING02,RING
R_MBAL_COMPRESS_TYPE,RING02,RING
R_MBAL_CURVE_TYPE,RING02,RING
R_MEASUREMENT_TYPE,RING02,RING
R_MEASURE_TECHNIQUE,RING02,RING
R_MEDIA_TYPE,RING02,RING
R_MISC_DATA_CODE,RING14,RING
R_MISC_DATA_TYPE,RING14,RING
R_MONTH,RING02,RING
R_MUD_COLLECT_REASON,RING02,RING
R_MUD_LOG_COLOR,RING02,RING
R_MUD_PROPERTY_CODE,RING16,RING
R_MUD_PROPERTY_REF,RING14,RING
R_MUD_PROPERTY_TYPE,RING14,RING
R_MUD_SAMPLE_TYPE,RING02,RING
R_MUNICIPALITY,RING02,RING
R_NAME_SET_XREF_TYPE,RING02,RING
R_NODE_POSITION,RING02,RING
R_NORTH,RING02,RING
R_NOTIFICATION_COMP_TYPE,RING02,RING
R_NOTIFICATION_TYPE,RING02,RING
R_NS_DIRECTION,RING02,RING
R_NS_START_LINE,RING02,RING
R_OBLIG_CALC_METHOD,RING02,RING
R_OBLIG_CALC_POINT,RING02,RING
R_OBLIG_CATEGORY,RING02,RING
R_OBLIG_COMPONENT_TYPE,RING02,RING
R_OBLIG_COMP_REASON,RING02,RING
R_OBLIG_DEDUCT_CALC,RING02,RING
R_OBLIG_PARTY_TYPE,RING02,RING
R_OBLIG_PAY_RESP,RING02,RING
R_OBLIG_REMARK_TYPE,RING02,RING
R_OBLIG_SUSPEND_PAY,RING02,RING
R_OBLIG_TRIGGER,RING02,RING
R_OBLIG_TYPE,RING02,RING
R_OBLIG_XREF_TYPE,RING02,RING
R_OFFSHORE_AREA_CODE,RING02,RING
R_OFFSHORE_COMP_TYPE,RING02,RING
R_OIL_TYPE,RING02,RING
R_ONTOGENY_TYPE,RING02,RING
R_OPERAND_QUALIFIER,RING02,RING
R_ORIENTATION,RING02,RING
R_PALEO_IND_TYPE,RING02,RING
R_PALEO_INTERP_TYPE,RING02,RING
R_PALEO_TYPE_FOSSIL,RING02,RING
R_PAL_SUM_COMP_TYPE,RING02,RING
R_PAL_SUM_XREF_TYPE,RING02,RING
R_PARCEL_LOT_TYPE,RING02,RING
R_PARCEL_TYPE,RING02,RING
R_PAYMENT_TYPE,RING02,RING
R_PAYZONE_TYPE,RING02,RING
R_PAY_DETAIL_TYPE,RING02,RING
R_PAY_METHOD,RING02,RING
R_PAY_RATE_TYPE,RING02,RING
R_PDEN_AMEND_REASON,RING02,RING
R_PDEN_COMPONENT_TYPE,RING02,RING
R_PDEN_STATUS,RING04,RING
R_PDEN_STATUS_TYPE,RING02,RING
R_PDEN_XREF_TYPE,RING02,RING
R_PERFORATION_METHOD,RING02,RING
R_PERFORATION_TYPE,RING02,RING
R_PERIOD_TYPE,RING02,RING
R_PHYSICAL_ITEM_STATUS,RING02,RING
R_PHYSICAL_PROCESS,RING02,RING
R_PHYS_ITEM_GROUP_TYPE,RING02,RING
R_PICK_LOCATION,RING02,RING
R_PICK_QUALIFIER,RING02,RING
R_PICK_QUALIF_REASON,RING02,RING
R_PICK_QUALITY,RING02,RING
R_PICK_VERSION_TYPE,RING02,RING
R_PLATFORM_TYPE,RING02,RING
R_PLOT_SYMBOL,RING02,RING
R_PLUG_TYPE,RING02,RING
R_POOL_COMPONENT_TYPE,RING02,RING
R_POOL_STATUS,RING02,RING
R_POOL_TYPE,RING02,RING
R_POROSITY_TYPE,RING02,RING
R_PPDM_AUDIT_REASON,RING02,RING
R_PPDM_AUDIT_TYPE,RING02,RING
R_PPDM_BOOLEAN_RULE,RING02,RING
R_PPDM_CREATE_METHOD,RING02,RING
R_PPDM_DATA_TYPE,RING02,RING
R_PPDM_DEFAULT_VALUE,RING02,RING
R_PPDM_ENFORCE_METHOD,RING02,RING
R_PPDM_FAIL_RESULT,RING02,RING
R_PPDM_GROUP_TYPE,RING02,RING
R_PPDM_GROUP_USE,RING02,RING
R_PPDM_GROUP_XREF_TYPE,RING02,RING
R_PPDM_INDEX_CATEGORY,RING02,RING
R_PPDM_MAP_RULE_TYPE,RING14,RING
R_PPDM_MAP_TYPE,RING02,RING
R_PPDM_METRIC_CODE,RING16,RING
R_PPDM_METRIC_COMP_TYPE,RING02,RING
R_PPDM_METRIC_REF_VALUE,RING02,RING
R_PPDM_METRIC_TYPE,RING14,RING
R_PPDM_OBJECT_STATUS,RING02,RING
R_PPDM_OBJECT_TYPE,RING02,RING
R_PPDM_OPERATING_SYSTEM,RING02,RING
R_PPDM_OWNER_ROLE,RING02,RING
R_PPDM_PROC_TYPE,RING02,RING
R_PPDM_QC_QUALITY,RING02,RING
R_PPDM_QC_STATUS,RING02,RING
R_PPDM_QC_TYPE,RING02,RING
R_PPDM_RDBMS,RING06,RING
R_PPDM_REF_VALUE_TYPE,RING02,RING
R_PPDM_ROW_QUALITY,RING00,RING
R_PPDM_RULE_CLASS,RING02,RING
R_PPDM_RULE_COMP_TYPE,RING02,RING
R_PPDM_RULE_DETAIL_TYPE,RING14,RING
R_PPDM_RULE_PURPOSE,RING02,RING
R_PPDM_RULE_STATUS,RING02,RING
R_PPDM_RULE_USE_COND,RING02,RING
R_PPDM_RULE_XREF_COND,RING02,RING
R_PPDM_RULE_XREF_TYPE,RING02,RING
R_PPDM_SCHEMA_ENTITY,RING02,RING
R_PPDM_SCHEMA_GROUP,RING02,RING
R_PPDM_SYSTEM_TYPE,RING02,RING
R_PPDM_TABLE_TYPE,RING02,RING
R_PPDM_UOM_ALIAS_TYPE,RING02,RING
R_PPDM_UOM_USAGE,RING02,RING
R_PRESERVE_QUALITY,RING02,RING
R_PRESERVE_TYPE,RING02,RING
R_PRODUCTION_METHOD,RING02,RING
R_PRODUCT_COMPONENT_TYPE,RING02,RING
R_PROD_STRING_COMP_TYPE,RING02,RING
R_PROD_STRING_STATUS,RING04,RING
R_PROD_STRING_STAT_TYPE,RING02,RING
R_PROD_STRING_TYPE,RING02,RING
R_PROD_STR_FM_STATUS,RING04,RING
R_PROD_STR_FM_STAT_TYPE,RING02,RING
R_PROJECTION_TYPE,RING02,RING
R_PROJECT_ALIAS_TYPE,RING02,RING
R_PROJECT_BA_ROLE,RING02,RING
R_PROJECT_COMP_REASON,RING02,RING
R_PROJECT_COMP_TYPE,RING02,RING
R_PROJECT_CONDITION,RING04,RING
R_PROJECT_EQUIP_ROLE,RING02,RING
R_PROJECT_STATUS,RING06,RING
R_PROJECT_STATUS_TYPE,RING04,RING
R_PROJECT_TYPE,RING02,RING
R_PROJ_STEP_TYPE,RING02,RING
R_PROJ_STEP_XREF_TYPE,RING02,RING
R_PROPPANT_TYPE,RING02,RING
R_PUBLICATION_NAME,RING02,RING
R_QUALIFIER_TYPE,RING02,RING
R_QUALITY,RING02,RING
R_RATE_CONDITION,RING02,RING
R_RATE_SCHEDULE,RING02,RING
R_RATE_SCHEDULE_COMP_TYPE,RING02,RING
R_RATE_SCHED_XREF,RING02,RING
R_RATE_TYPE,RING02,RING
R_RATIO_CURVE_TYPE,RING02,RING
R_RATIO_FLUID_TYPE,RING02,RING
R_RECORDER_POSITION,RING02,RING
R_RECORDER_TYPE,RING02,RING
R_REMARK_TYPE,RING02,RING
R_REMARK_USE_TYPE,RING02,RING
R_REPEAT_STRAT_TYPE,RING02,RING
R_REPORT_HIER_COMP,RING02,RING
R_REPORT_HIER_LEVEL,RING02,RING
R_REPORT_HIER_TYPE,RING02,RING
R_REP_HIER_ALIAS_TYPE,RING02,RING
R_RESENT_COMP_TYPE,RING02,RING
R_RESENT_CONFIDENCE,RING02,RING
R_RESENT_GROUP_TYPE,RING02,RING
R_RESENT_REV_CAT,RING02,RING
R_RESENT_USE_TYPE,RING02,RING
R_RESENT_VOL_METHOD,RING02,RING
R_RESENT_XREF_TYPE,RING02,RING
R_REST_ACTIVITY,RING02,RING
R_REST_DURATION,RING02,RING
R_REST_REMARK,RING02,RING
R_REST_TYPE,RING02,RING
R_RETENTION_PERIOD,RING02,RING
R_REVISION_METHOD,RING02,RING
R_RIG_BLOWOUT_PREVENTER,RING02,RING
R_RIG_CATEGORY,RING02,RING
R_RIG_CLASS,RING02,RING
R_RIG_CODE,RING02,RING
R_RIG_DESANDER_TYPE,RING02,RING
R_RIG_DESILTER_TYPE,RING02,RING
R_RIG_DRAWWORKS,RING02,RING
R_RIG_GENERATOR_TYPE,RING02,RING
R_RIG_HOOKBLOCK_TYPE,RING02,RING
R_RIG_MAST,RING02,RING
R_RIG_OVERHEAD_CAPACITY,RING02,RING
R_RIG_OVERHEAD_TYPE,RING02,RING
R_RIG_PUMP,RING02,RING
R_RIG_PUMP_FUNCTION,RING02,RING
R_RIG_SUBSTRUCTURE,RING02,RING
R_RIG_SWIVEL_TYPE,RING02,RING
R_RIG_TYPE,RING02,RING
R_RMII_CONTACT_TYPE,RING02,RING
R_RMII_CONTENT_TYPE,RING02,RING
R_RMII_DEFICIENCY,RING02,RING
R_RMII_DESC_TYPE,RING14,RING
R_RMII_GROUP_TYPE,RING02,RING
R_RMII_METADATA_CODE,RING16,RING
R_RMII_METADATA_TYPE,RING14,RING
R_RMII_QUALITY_CODE,RING02,RING
R_RMII_STATUS,RING04,RING
R_RMII_STATUS_TYPE,RING02,RING
R_RM_THESAURUS_XREF,RING02,RING
R_ROAD_CONDITION,RING02,RING
R_ROAD_CONTROL_TYPE,RING02,RING
R_ROAD_DRIVING_SIDE,RING02,RING
R_ROAD_TRAFFIC_FLOW_TYPE,RING02,RING
R_ROCK_CLASS_SCHEME,RING02,RING
R_ROLL_ALONG_METHOD,RING02,RING
R_ROYALTY_TYPE,RING02,RING
R_SALINITY_TYPE,RING02,RING
R_SAMPLE_ANAL_COMP_TYPE,RING02,RING
R_SAMPLE_COLLECTION_TYPE,RING02,RING
R_SAMPLE_DESC_TYPE,RING14,RING
R_SAMPLE_LOCATION,RING02,RING
R_SAMPLE_SHAPE,RING02,RING
R_SAMPLE_TYPE,RING02,RING
R_SAMPLE_WATER_TYPE,RING02,RING
R_SCALE_TRANSFORM,RING02,RING
R_SCREEN_LOCATION,RING02,RING
R_SECTION_TYPE,RING02,RING
R_SEISMIC_PATH,RING02,RING
R_SEIS_3D_TYPE,RING02,RING
R_SEIS_ACTIVITY_CLASS,RING02,RING
R_SEIS_ACTIVITY_TYPE,RING04,RING
R_SEIS_AUTHORIZE_LIMIT,RING02,RING
R_SEIS_AUTHORIZE_REASON,RING02,RING
R_SEIS_AUTHORIZE_TYPE,RING02,RING
R_SEIS_BIN_METHOD,RING02,RING
R_SEIS_BIN_OUTLINE_TYPE,RING02,RING
R_SEIS_CABLE_MAKE,RING02,RING
R_SEIS_CHANNEL_TYPE,RING02,RING
R_SEIS_DIMENSION,RING02,RING
R_SEIS_ENERGY_TYPE,RING02,RING
R_SEIS_FLOW_DESC_TYPE,RING02,RING
R_SEIS_GROUP_TYPE,RING02,RING
R_SEIS_INSP_COMPONENT_TYPE,RING02,RING
R_SEIS_LIC_COND,RING14,RING
R_SEIS_LIC_COND_CODE,RING16,RING
R_SEIS_LIC_DUE_CONDITION,RING02,RING
R_SEIS_LIC_VIOL_RESOL,RING02,RING
R_SEIS_LIC_VIOL_TYPE,RING02,RING
R_SEIS_PARM_ORIGIN,RING02,RING
R_SEIS_PATCH_TYPE,RING02,RING
R_SEIS_PICK_METHOD,RING02,RING
R_SEIS_PROC_COMP_TYPE,RING02,RING
R_SEIS_PROC_PARM,RING14,RING
R_SEIS_PROC_SET_TYPE,RING02,RING
R_SEIS_PROC_STATUS,RING02,RING
R_SEIS_PROC_STEP_NAME,RING02,RING
R_SEIS_PROC_STEP_TYPE,RING02,RING
R_SEIS_RCRD_FMT_TYPE,RING02,RING
R_SEIS_RCRD_MAKE,RING02,RING
R_SEIS_RCVR_ARRY_TYPE,RING02,RING
R_SEIS_RCVR_TYPE,RING02,RING
R_SEIS_RECORD_TYPE,RING02,RING
R_SEIS_REF_DATUM,RING02,RING
R_SEIS_REF_NUM_TYPE,RING02,RING
R_SEIS_SAMPLE_TYPE,RING02,RING
R_SEIS_SEGMENT_REASON,RING02,RING
R_SEIS_SET_COMPONENT_TYPE,RING02,RING
R_SEIS_SPECTRUM_TYPE,RING02,RING
R_SEIS_SRC_ARRAY_TYPE,RING02,RING
R_SEIS_SRC_MAKE,RING10,RING
R_SEIS_STATION_TYPE,RING02,RING
R_SEIS_STATUS,RING02,RING
R_SEIS_STATUS_TYPE,RING02,RING
R_SEIS_SUMMARY_TYPE,RING02,RING
R_SEIS_SWEEP_TYPE,RING02,RING
R_SEIS_TRANS_COMP_TYPE,RING02,RING
R_SEND_METHOD,RING02,RING
R_SERVICE_QUALITY,RING02,RING
R_SEVERITY,RING02,RING
