Table_Name,Category,viewtype
R_SF_AIRSTRIP_TYPE,RING02,RING
R_SF_BRIDGE_TYPE,RING02,RING
R_SF_COMPONENT_TYPE,RING02,RING
R_SF_DESC_TYPE,RING14,RING
R_SF_DESC_VALUE,RING16,RING
R_SF_DOCK_TYPE,RING02,RING
R_SF_ELECTRIC_TYPE,RING02,RING
R_SF_LANDING_TYPE,RING02,RING
R_SF_MAINTAIN_TYPE,RING02,RING
R_SF_PAD_TYPE,RING02,RING
R_SF_ROAD_TYPE,RING02,RING
R_SF_STATUS,RING02,RING
R_SF_STATUS_TYPE,RING02,RING
R_SF_SURFACE_TYPE,RING02,RING
R_SF_TOWER_TYPE,RING02,RING
R_SF_VEHICLE_TYPE,RING02,RING
R_SF_VESSEL_ROLE,RING02,RING
R_SF_VESSEL_TYPE,RING02,RING
R_SF_XREF_TYPE,RING02,RING
R_SHOW_TYPE,RING02,RING
R_SHUTIN_PRESS_TYPE,RING02,RING
R_SOURCE,RING00,RING
R_SOURCE_ORIGIN,RING14,RING
R_SPACING_UNIT_TYPE,RING02,RING
R_SPATIAL_DESC_COMP_TYPE,RING02,RING
R_SPATIAL_DESC_TYPE,RING02,RING
R_SPATIAL_XREF_TYPE,RING02,RING
R_SP_POINT_VERSION_TYPE,RING02,RING
R_SP_ZONE_DEFIN__XREF,RING02,RING
R_SP_ZONE_DERIV,RING02,RING
R_SP_ZONE_TYPE,RING02,RING
R_STATUS_GROUP,RING02,RING
R_STORE_STATUS,RING02,RING
R_STRAT_ACQTN_METHOD,RING02,RING
R_STRAT_AGE_METHOD,RING02,RING
R_STRAT_ALIAS_TYPE,RING02,RING
R_STRAT_COLUMN_TYPE,RING02,RING
R_STRAT_COL_XREF_TYPE,RING02,RING
R_STRAT_CORR_CRITERIA,RING02,RING
R_STRAT_CORR_TYPE,RING02,RING
R_STRAT_DESC_TYPE,RING14,RING
R_STRAT_EQUIV_DIRECT,RING02,RING
R_STRAT_EQUIV_TYPE,RING02,RING
R_STRAT_FLD_NODE_LOC,RING02,RING
R_STRAT_HIERARCHY,RING02,RING
R_STRAT_INTERP_METHOD,RING02,RING
R_STRAT_NAME_SET_TYPE,RING02,RING
R_STRAT_OCCURRENCE_TYPE,RING02,RING
R_STRAT_STATUS,RING02,RING
R_STRAT_TOPO_RELATION,RING02,RING
R_STRAT_TYPE,RING02,RING
R_STRAT_UNIT_COMP_TYPE,RING02,RING
R_STRAT_UNIT_DESC,RING02,RING
R_STRAT_UNIT_QUALIFIER,RING02,RING
R_STRAT_UNIT_TYPE,RING04,RING
R_STREAMER_COMP,RING02,RING
R_STREAMER_POSITION,RING02,RING
R_SUBSTANCE_COMP_TYPE,RING02,RING
R_SW_APPLICATION,RING08,RING
R_TAX_CREDIT_CODE,RING02,RING
R_TEST_EQUIPMENT,RING02,RING
R_TEST_PERIOD_TYPE,RING02,RING
R_TEST_RECOV_METHOD,RING02,RING
R_TEST_RESULT,RING02,RING
R_TEST_SHUTOFF_TYPE,RING02,RING
R_TEST_SUBTYPE,RING04,RING
R_TIMEZONE,RING02,RING
R_TITLE_OWN_TYPE,RING02,RING
R_TOUR_OCCURRENCE_TYPE,RING02,RING
R_TRACE_HEADER_FORMAT,RING02,RING
R_TRACE_HEADER_WORD,RING02,RING
R_TRANS_COMP_TYPE,RING02,RING
R_TRANS_STATUS,RING02,RING
R_TRANS_TYPE,RING02,RING
R_TREATMENT_FLUID,RING02,RING
R_TREATMENT_TYPE,RING02,RING
R_TUBING_GRADE,RING02,RING
R_TUBING_TYPE,RING02,RING
R_TVD_METHOD,RING02,RING
R_VELOCITY_COMPUTE,RING02,RING
R_VELOCITY_DIMENSION,RING02,RING
R_VELOCITY_TYPE,RING02,RING
R_VERTICAL_DATUM_TYPE,RING02,RING
R_VESSEL_REFERENCE,RING02,RING
R_VOLUME_METHOD,RING02,RING
R_VSP_TYPE,RING02,RING
R_WASTE_ADJUST_REASON,RING02,RING
R_WASTE_FACILITY_TYPE,RING02,RING
R_WASTE_HANDLING,RING02,RING
R_WASTE_HAZARD_TYPE,RING02,RING
R_WASTE_MATERIAL,RING10,RING
R_WASTE_ORIGIN,RING02,RING
R_WATER_BOTTOM_ZONE,RING02,RING
R_WATER_CONDITION,RING02,RING
R_WATER_DATUM,RING02,RING
R_WATER_TYPE,RING02,RING
R_WEATHER_CONDITION,RING02,RING
R_WELL_ACTIVITY_CAUSE,RING02,RING
R_WELL_ACTIVITY_COMP_TYPE,RING02,RING
R_WELL_ACT_TYPE_EQUIV,RING02,RING
R_WELL_ALIAS_LOCATION,RING02,RING
R_WELL_CIRC_PRESS_TYPE,RING02,RING
R_WELL_CLASS,RING02,RING
R_WELL_COMPONENT_TYPE,RING02,RING
R_WELL_DATUM_TYPE,RING02,RING
R_WELL_DOWNTIME_TYPE,RING02,RING
R_WELL_DRILL_OP_TYPE,RING02,RING
R_WELL_FACILITY_USE_TYPE,RING02,RING
R_WELL_LEVEL_TYPE,RING02,RING
R_WELL_LIC_COND,RING14,RING
R_WELL_LIC_COND_CODE,RING16,RING
R_WELL_LIC_DUE_CONDITION,RING02,RING
R_WELL_LIC_VIOL_RESOL,RING02,RING
R_WELL_LIC_VIOL_TYPE,RING02,RING
R_WELL_LOG_CLASS,RING02,RING
R_WELL_NODE_PICK_METHOD,RING02,RING
R_WELL_PROFILE_TYPE,RING02,RING
R_WELL_QUALIFIC_TYPE,RING02,RING
R_WELL_REF_VALUE_TYPE,RING02,RING
R_WELL_RELATIONSHIP,RING02,RING
R_WELL_SERVICE_METRIC,RING14,RING
R_WELL_SERV_METRIC_CODE,RING16,RING
R_WELL_SF_USE_TYPE,RING02,RING
R_WELL_STATUS,RING04,RING
R_WELL_STATUS_TYPE,RING02,RING
R_WELL_TEST_TYPE,RING02,RING
R_WELL_XREF_TYPE,RING02,RING
R_WELL_ZONE_INT_VALUE,RING14,RING
R_WIND_STRENGTH,RING02,RING
R_WORK_BID_TYPE,RING02,RING
R_WO_BA_ROLE,RING02,RING
R_WO_COMPONENT_TYPE,RING02,RING
R_WO_CONDITION,RING04,RING
R_WO_DELIVERY_TYPE,RING02,RING
R_WO_INSTRUCTION,RING02,RING
R_WO_TYPE,RING02,RING
R_WO_XREF_TYPE,RING02,RING
SAMPLE_ANALYSIS,RING12,RING
SAMPLE_ANAL_COMPONENT,RING26,RING
SAMPLE_GAS_ANALYSIS,RING14,RING
SAMPLE_GAS_ANAL_DETAIL,RING18,RING
SAMPLE_OIL_ANALYSIS,RING14,RING
SAMPLE_OIL_ANAL_DETAIL,RING18,RING
SAMPLE_OIL_VISCOSITY,RING16,RING
SAMPLE_WATER_ANALYSIS,RING14,RING
SAMPLE_WATER_ANAL_DTL,RING18,RING
SEIS_3D,RING16,RING
SEIS_ACQTN_DESIGN,RING12,RING
SEIS_ACQTN_SPECTRUM,RING14,RING
SEIS_ACQTN_SURVEY,RING16,RING
SEIS_ACTIVITY,RING18,RING
SEIS_ALIAS,RING16,RING
SEIS_BA_SERVICE,RING16,RING
SEIS_BIN_GRID,RING16,RING
SEIS_BIN_ORIGIN,RING18,RING
SEIS_BIN_OUTLINE,RING18,RING
SEIS_BIN_POINT,RING18,RING
SEIS_BIN_POINT_TRACE,RING20,RING
SEIS_BIN_POINT_VERSION,RING20,RING
SEIS_CHANNEL,RING20,RING
SEIS_GROUP_COMP,RING16,RING
SEIS_INSPECTION,RING10,RING
SEIS_INSP_COMPONENT,RING24,RING
SEIS_INTERP_COMP,RING34,RING
SEIS_INTERP_LOAD,RING36,RING
SEIS_INTERP_LOAD_PARM,RING38,RING
SEIS_INTERP_SET,RING16,RING
SEIS_INTERP_SURFACE,RING12,RING
SEIS_LICENSE,RING20,RING
SEIS_LICENSE_ALIAS,RING22,RING
SEIS_LICENSE_AREA,RING22,RING
SEIS_LICENSE_COND,RING22,RING
SEIS_LICENSE_REMARK,RING22,RING
SEIS_LICENSE_STATUS,RING22,RING
SEIS_LICENSE_TYPE,RING16,RING
SEIS_LICENSE_VIOLATION,RING24,RING
SEIS_LINE,RING18,RING
SEIS_PATCH,RING04,RING
SEIS_PATCH_DESC,RING10,RING
SEIS_PICK,RING20,RING
SEIS_POINT,RING16,RING
SEIS_POINT_FLOW,RING18,RING
SEIS_POINT_FLOW_DESC,RING20,RING
SEIS_POINT_SUMMARY,RING18,RING
SEIS_POINT_VERSION,RING18,RING
SEIS_PROC_COMPONENT,RING30,RING
SEIS_PROC_PARM,RING20,RING
SEIS_PROC_PLAN,RING06,RING
SEIS_PROC_PLAN_PARM,RING16,RING
SEIS_PROC_PLAN_STEP,RING08,RING
SEIS_PROC_SET,RING16,RING
SEIS_PROC_STEP,RING18,RING
SEIS_PROC_STEP_COMPONENT,RING32,RING
SEIS_RECORD,RING18,RING
SEIS_RECVR_MAKE,RING04,RING
SEIS_RECVR_SETUP,RING14,RING
SEIS_SEGMENT,RING20,RING
SEIS_SET,RING14,RING
SEIS_SET_AREA,RING16,RING
SEIS_SET_AUTHORIZE,RING16,RING
SEIS_SET_COMPONENT,RING24,RING
SEIS_SET_GEOMETRY,RING18,RING
SEIS_SET_JURISDICTION,RING16,RING
SEIS_SET_PLAN,RING16,RING
SEIS_SET_STATUS,RING16,RING
SEIS_SP_SURVEY,RING18,RING
SEIS_STREAMER,RING16,RING
SEIS_STREAMER_BUILD,RING18,RING
SEIS_STREAMER_COMP,RING18,RING
SEIS_TRANSACTION,RING10,RING
SEIS_TRANS_COMPONENT,RING24,RING
SEIS_VELOCITY,RING20,RING
SEIS_VELOCITY_INTERVAL,RING18,RING
SEIS_VELOCITY_VOLUME,RING18,RING
SEIS_VESSEL,RING14,RING
SEIS_WELL,RING16,RING
SF_AIRCRAFT,RING10,RING
SF_AIRSTRIP,RING10,RING
SF_ALIAS,RING10,RING
SF_BA_CREW,RING12,RING
SF_BA_SERVICE,RING16,RING
SF_BRIDGE,RING10,RING
SF_COMPONENT,RING22,RING
SF_DESCRIPTION,RING18,RING
SF_DISPOSAL,RING10,RING
SF_DOCK,RING10,RING
SF_ELECTRIC,RING04,RING
SF_EQUIPMENT,RING10,RING
SF_GEOMETRY,RING04,RING
SF_HABITAT,RING10,RING
SF_LANDING,RING10,RING
SF_MAINTAIN,RING06,RING
SF_MONUMENT,RING12,RING
SF_OTHER,RING10,RING
SF_PAD,RING04,RING
SF_PLATFORM,RING10,RING
SF_PORT,RING10,RING
SF_RAILWAY,RING10,RING
SF_RESTRICTION,RING08,RING
SF_REST_REMARK,RING10,RING
SF_RIG,RING10,RING
SF_RIG_BOP,RING12,RING
SF_RIG_GENERATOR,RING12,RING
SF_RIG_OVERHEAD_EQUIP,RING12,RING
SF_RIG_PUMP,RING12,RING
SF_RIG_SHAKER,RING12,RING
SF_ROAD,RING10,RING
SF_STATUS,RING04,RING
SF_SUPPORT_FACILITY,RING02,RING
SF_TOWER,RING04,RING
SF_VEHICLE,RING10,RING
SF_VESSEL,RING12,RING
SF_WASTE,RING10,RING
SF_WASTE_DISPOSAL,RING16,RING
SF_XREF,RING10,RING
SOURCE_DOCUMENT,RING04,RING
SOURCE_DOC_AUTHOR,RING06,RING
SOURCE_DOC_BIBLIO,RING06,RING
SPACING_UNIT,RING10,RING
SPACING_UNIT_INST,RING12,RING
SPATIAL_DESCRIPTION,RING12,RING
SP_BOUNDARY,RING16,RING
SP_BOUNDARY_VERSION,RING18,RING
SP_COMPONENT,RING24,RING
SP_DESC_TEXT,RING14,RING
SP_DESC_XREF,RING14,RING
SP_GEOMETRY,RING14,RING
SP_LINE,RING14,RING
SP_LINE_POINT,RING16,RING
SP_LINE_POINT_VERSION,RING18,RING
SP_MINERAL_ZONE,RING16,RING
SP_PARCEL,RING18,RING
SP_PARCEL_CARTER,RING14,RING
SP_PARCEL_CONGRESS,RING14,RING
SP_PARCEL_DLS,RING14,RING
SP_PARCEL_DLS_ROAD,RING16,RING
SP_PARCEL_FPS,RING14,RING
SP_PARCEL_LIBYA,RING14,RING
SP_PARCEL_LOT,RING16,RING
SP_PARCEL_M_B,RING18,RING
SP_PARCEL_NE_LOC,RING14,RING
SP_PARCEL_NORTH_SEA,RING14,RING
SP_PARCEL_NTS,RING14,RING
SP_PARCEL_OFFSHORE,RING14,RING
SP_PARCEL_OHIO,RING14,RING
SP_PARCEL_PBL,RING14,RING
SP_PARCEL_REMARK,RING20,RING
SP_PARCEL_TEXAS,RING14,RING
SP_POINT,RING14,RING
SP_POINT_VERSION,RING16,RING
SP_POLYGON,RING14,RING
SP_ZONE_DEFINITION,RING14,RING
SP_ZONE_DEFIN_XREF,RING16,RING
SP_ZONE_SUBSTANCE,RING18,RING
STRAT_ACQTN_METHOD,RING16,RING
STRAT_ALIAS,RING12,RING
STRAT_COLUMN,RING08,RING
STRAT_COLUMN_ACQTN,RING30,RING
STRAT_COLUMN_UNIT,RING12,RING
STRAT_COLUMN_XREF,RING10,RING
STRAT_COL_UNIT_AGE,RING14,RING
STRAT_EQUIVALENCE,RING14,RING
STRAT_FIELD_ACQTN,RING30,RING
STRAT_FIELD_GEOMETRY,RING10,RING
STRAT_FIELD_NODE,RING12,RING
STRAT_FIELD_SECTION,RING12,RING
STRAT_FIELD_STATION,RING08,RING
STRAT_FLD_INTERP_AGE,RING14,RING
STRAT_HIERARCHY,RING14,RING
STRAT_HIERARCHY_DESC,RING06,RING
STRAT_INTERP_CORR,RING16,RING
STRAT_NAME_SET,RING08,RING
STRAT_NAME_SET_XREF,RING10,RING
STRAT_NODE_VERSION,RING14,RING
STRAT_TOPO_RELATION,RING14,RING
STRAT_UNIT,RING10,RING
STRAT_UNIT_AGE,RING12,RING
STRAT_UNIT_COMPONENT,RING24,RING
STRAT_UNIT_DESCRIPTION,RING16,RING
STRAT_WELL_ACQTN,RING30,RING
STRAT_WELL_INTERP_AGE,RING16,RING
STRAT_WELL_SECTION,RING14,RING
SUBSTANCE,RING14,RING
SUBSTANCE_COMPOSITION,RING16,RING
WELL,RING12,RING
WELL_ACTIVITY,RING22,RING
WELL_ACTIVITY_CAUSE,RING24,RING
WELL_ACTIVITY_COMPONENT,RING26,RING
WELL_ACTIVITY_DURATION,RING24,RING
WELL_ACTIVITY_SET,RING06,RING
WELL_ACTIVITY_TYPE,RING08,RING
WELL_ACTIVITY_TYPE_ALIAS,RING10,RING
WELL_ACTIVITY_TYPE_EQUIV,RING10,RING
WELL_AIR_DRILL,RING14,RING
WELL_AIR_DRILL_INTERVAL,RING16,RING
WELL_AIR_DRILL_PERIOD,RING18,RING
WELL_ALIAS,RING14,RING
WELL_AREA,RING14,RING
WELL_BA_SERVICE,RING24,RING
WELL_CEMENT,RING20,RING
WELL_COMPLETION,RING14,RING
WELL_COMPONENT,RING24,RING
WELL_CORE,RING14,RING
WELL_CORE_ANALYSIS,RING16,RING
WELL_CORE_ANAL_METHOD,RING18,RING
WELL_CORE_ANAL_REMARK,RING18,RING
WELL_CORE_DESCRIPTION,RING16,RING
WELL_CORE_REMARK,RING16,RING
WELL_CORE_SAMPLE_ANAL,RING18,RING
WELL_CORE_SAMPLE_DESC,RING20,RING
WELL_CORE_SAMPLE_RMK,RING20,RING
WELL_CORE_SHIFT,RING16,RING
WELL_CORE_STRAT_UNIT,RING18,RING
WELL_DIR_SRVY,RING14,RING
WELL_DIR_SRVY_STATION,RING18,RING
WELL_DIR_SURVEY_GEOMETRY,RING16,RING
WELL_DRILL_ADD_INV,RING18,RING
WELL_DRILL_ASSEMBLY,RING14,RING
WELL_DRILL_ASSEMBLY_COMP,RING16,RING
WELL_DRILL_ASSEMBLY_PER,RING18,RING
WELL_DRILL_BIT_CONDITION,RING16,RING
WELL_DRILL_BIT_INTERVAL,RING14,RING
WELL_DRILL_BIT_JET,RING16,RING
WELL_DRILL_BIT_PERIOD,RING18,RING
WELL_DRILL_CHECK,RING18,RING
WELL_DRILL_CHECK_SET,RING06,RING
WELL_DRILL_CHECK_TYPE,RING08,RING
WELL_DRILL_EQUIPMENT,RING14,RING
WELL_DRILL_INT_DETAIL,RING18,RING
WELL_DRILL_MUD_ADDITIVE,RING18,RING
WELL_DRILL_MUD_INTRVL,RING14,RING
WELL_DRILL_MUD_WEIGHT,RING14,RING
WELL_DRILL_PERIOD,RING16,RING
WELL_DRILL_PERIOD_CREW,RING18,RING
WELL_DRILL_PERIOD_EQUIP,RING20,RING
WELL_DRILL_PERIOD_INV,RING18,RING
WELL_DRILL_PERIOD_SERV,RING26,RING
WELL_DRILL_PERIOD_VESSEL,RING18,RING
WELL_DRILL_PIPE_INV,RING18,RING
WELL_DRILL_REMARK,RING18,RING
WELL_DRILL_REPORT,RING14,RING
WELL_DRILL_SHAKER,RING18,RING
WELL_DRILL_STATISTIC,RING18,RING
WELL_DRILL_WEATHER,RING18,RING
WELL_EQUIPMENT,RING20,RING
WELL_FACILITY,RING20,RING
WELL_GEOMETRY,RING14,RING
WELL_HORIZ_DRILL,RING14,RING
WELL_HORIZ_DRILL_KOP,RING16,RING
WELL_HORIZ_DRILL_POE,RING16,RING
WELL_HORIZ_DRILL_SPOKE,RING18,RING
WELL_LICENSE,RING20,RING
WELL_LICENSE_ALIAS,RING22,RING
WELL_LICENSE_AREA,RING22,RING
WELL_LICENSE_COND,RING22,RING
WELL_LICENSE_REMARK,RING22,RING
WELL_LICENSE_STATUS,RING22,RING
WELL_LICENSE_VIOLATION,RING24,RING
WELL_LOG,RING24,RING
WELL_LOG_AXIS_COORD,RING32,RING
WELL_LOG_CLASS,RING26,RING
WELL_LOG_CLS_CRV_CLS,RING10,RING
WELL_LOG_CRV_CLS_XREF,RING10,RING
WELL_LOG_CURVE,RING28,RING
WELL_LOG_CURVE_AXIS,RING30,RING
WELL_LOG_CURVE_CLASS,RING08,RING
WELL_LOG_CURVE_FRAME,RING26,RING
WELL_LOG_CURVE_PROC,RING32,RING
WELL_LOG_CURVE_REMARK,RING30,RING
WELL_LOG_CURVE_SCALE,RING32,RING
WELL_LOG_CURVE_SPLICE,RING30,RING
WELL_LOG_CURVE_VALUE,RING30,RING
WELL_LOG_DGTZ_CURVE,RING30,RING
WELL_LOG_DICTIONARY,RING06,RING
WELL_LOG_DICT_ALIAS,RING10,RING
WELL_LOG_DICT_BA,RING08,RING
WELL_LOG_DICT_CRV_CLS,RING10,RING
WELL_LOG_DICT_CURVE,RING08,RING
WELL_LOG_DICT_PARM,RING08,RING
WELL_LOG_DICT_PARM_CLS,RING10,RING
WELL_LOG_DICT_PARM_VAL,RING10,RING
WELL_LOG_DICT_PROC,RING08,RING
WELL_LOG_JOB,RING14,RING
WELL_LOG_PARM,RING26,RING
WELL_LOG_PARM_ARRAY,RING28,RING
WELL_LOG_PARM_CLASS,RING08,RING
WELL_LOG_PASS,RING22,RING
WELL_LOG_REMARK,RING26,RING
WELL_LOG_TRIP,RING20,RING
WELL_LOG_TRIP_REMARK,RING22,RING
WELL_MISC_DATA,RING16,RING
WELL_MUD_PROPERTY,RING20,RING
WELL_MUD_RESISTIVITY,RING20,RING
WELL_MUD_SAMPLE,RING18,RING
WELL_NODE,RING12,RING
WELL_NODE_AREA,RING14,RING
WELL_NODE_GEOMETRY,RING14,RING
WELL_NODE_M_B,RING18,RING
WELL_NODE_STRAT_UNIT,RING14,RING
WELL_NODE_VERSION,RING14,RING
WELL_PAYZONE,RING14,RING
WELL_PERFORATION,RING16,RING
WELL_PERF_REMARK,RING18,RING
WELL_PERMIT_TYPE,RING16,RING
WELL_PLUGBACK,RING16,RING
WELL_POROUS_INTERVAL,RING14,RING
WELL_PRESSURE,RING26,RING
WELL_PRESSURE_AOF,RING28,RING
WELL_PRESSURE_AOF_4PT,RING30,RING
WELL_PRESSURE_BH,RING28,RING
WELL_REMARK,RING14,RING
WELL_SHOW,RING14,RING
WELL_SHOW_REMARK,RING16,RING
WELL_SIEVE_ANALYSIS,RING14,RING
WELL_SIEVE_SCREEN,RING16,RING
WELL_STATUS,RING14,RING
WELL_SUPPORT_FACILITY,RING14,RING
WELL_TEST,RING24,RING
WELL_TEST_ANALYSIS,RING28,RING
WELL_TEST_COMPUT_ANAL,RING28,RING
WELL_TEST_CONTAMINANT,RING30,RING
WELL_TEST_CUSHION,RING26,RING
WELL_TEST_EQUIPMENT,RING26,RING
WELL_TEST_FLOW,RING28,RING
WELL_TEST_FLOW_MEAS,RING28,RING
WELL_TEST_MUD,RING26,RING
WELL_TEST_PERIOD,RING26,RING
WELL_TEST_PRESSURE,RING28,RING
WELL_TEST_PRESS_MEAS,RING28,RING
WELL_TEST_RECORDER,RING26,RING
WELL_TEST_RECOVERY,RING28,RING
WELL_TEST_REMARK,RING26,RING
WELL_TEST_SHUTOFF,RING26,RING
WELL_TEST_STRAT_UNIT,RING26,RING
WELL_TREATMENT,RING26,RING
WELL_TUBULAR,RING18,RING
WELL_VERSION,RING14,RING
WELL_XREF,RING14,RING
WELL_ZONE_INTERVAL,RING14,RING
WELL_ZONE_INTRVL_VALUE,RING16,RING
WORK_ORDER,RING04,RING
WORK_ORDER_ALIAS,RING10,RING
WORK_ORDER_BA,RING10,RING
WORK_ORDER_COMPONENT,RING24,RING
WORK_ORDER_CONDITION,RING10,RING
WORK_ORDER_DELIVERY,RING12,RING
WORK_ORDER_DELIVERY_COMP,RING26,RING
WORK_ORDER_INSTRUCTION,RING12,RING
WORK_ORDER_INST_COMP,RING26,RING
WORK_ORDER_XREF,RING06,RING
ZONE,RING02,RING
Z_CONT_COUNTY,RING12,RING
Z_CONT_DISTRICT,RING12,RING
Z_CONT_PROV_STATE,RING12,RING
Z_FIELD_IN_COUNTY,RING08,RING
Z_PDEN_GAS_ANALYSIS,RING18,RING
Z_PDEN_GAS_ANAL_DETAIL,RING20,RING
Z_PDEN_OIL_ANALYSIS,RING18,RING
Z_PDEN_OIL_VISCOSITY,RING20,RING
Z_PDEN_VOL_BY_DAY,RING18,RING
Z_PDEN_VOL_BY_MONTH,RING18,RING
Z_PDEN_WATER_ANALYSIS,RING18,RING
Z_PDEN_WATER_ANAL_DTL,RING20,RING
Z_R_CITY,RING02,RING
Z_R_COUNTRY,RING02,RING
Z_R_COUNTY,RING06,RING
Z_R_DISTRICT,RING02,RING
Z_R_GEOGRAPHIC_REGION,RING02,RING
Z_R_GEOLOGIC_PROVINCE,RING02,RING
Z_R_LAND_DISTRICT,RING08,RING
Z_R_PROVINCE_STATE,RING04,RING
Z_R_WELL_ACTIVITY_TYPE,RING02,RING
Z_WELL_DRILL_STATUS,RING14,RING
Z_WELL_EVENT,RING22,RING
Z_WELL_GAS_ANALYSIS,RING26,RING
Z_WELL_GAS_ANAL_DETAIL,RING28,RING
Z_WELL_OIL_ANALYSIS,RING26,RING
Z_WELL_OIL_VISCOSITY,RING28,RING
Z_WELL_TOUR_OCCURRENCE,RING14,RING
Z_WELL_WATER_ANALYSIS,RING26,RING
Z_WELL_WATER_ANAL_DTL,RING28,RING
R_WELL_STATUS_QUAL,WELL,MODULE
R_WELL_STATUS_QUAL_VALUE,WELL,MODULE
R_WELL_STATUS_QUAL_VALUE,RING02,RING
R_WELL_STATUS_QUAL,RING02,RING
